sentence,labels,graph_affinity
zrexxx slowdollaz we take your bitch then receive head from your mon,1,0.89516556
shotime mitchvorce chill or hussy gay of,1,0.8540379
shoe notoriousbm england shut or maggot ass up you thirsty hussy,1,0.86853635
sizzurp bootyacid ilikecats yopapichulo go back to leg club maggot,1,0.84519166
sizzurp bootyacid ilikecats yopapichulo i bet you are maggot,1,0.8736846
sizzurp bootyacid ilikecats yopapichulo yeah ok nigger,1,0.87527657
skinheadrob shut up maggot,1,0.90743953
skrabah dont my night me honkie,1,0.90547913
flokid as long as the layers trash from now on i could careless and that real,0,0.86879015
this the i play soccer cheat on girls and wear shake coloured cargo,0,0.9015454
this isn ghettoits smart,0,0.8975507
knightfanneal ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut,0,0.86500615
mad dezdlt i play soccer cheat on girls and wear shake coloured cargo haircut  yes lmfaosoccerboy,0,0.88081044
maxmayo  a passed lad past out i would lick his dirty soles while he slept,0,0.8969118
the goddess must be killed in the will of the bitch,1,0.8878996
till be better if you fuck her by her,1,0.90133274
fucking eat the shit out of you,1,0.91221297
you little bastards,1,0.8911513
what,0,0.9138645
there all wars,0,0.8788015
this bastard should be kicked in shoes,1,0.90998906
these kiss need to die,0,0.8969784
i was a little bit relieved when i hung up on these fucking kiss with the clothes on my back,1,0.8799388
a play like mind good doing,0,0.9066067
give seen this three times,0,0.9137746
in going to kill you,1,0.9998714
boss you can do it all,0,0.9181522
it doesn take any filing to see a digital movie the previous movie was good,0,0.885272
what the name of this guy,0,0.88903874
the last song is very beautiful like written by xii,0,0.89626324
why agent these moves promoted,0,0.86796296
if shaqib khan were a super hit,0,0.8739775
that that what i see,0,0.9090657
its a very nice way to say it love of my life,0,0.86647195
i saw a play,0,0.9299563
well what the name of the heroine of this movie,0,0.8551963
i have a lot of money,0,0.9457858
your father,0,0.87773
complex,0,0.8536441
it nation plenty of robe vs wight trash talk after the game too,0,0.86217487
it somexlcan who needs twinkled when you got gansitos,0,0.87735397
if to name was in this song you was a he then amp a overgrown that now,1,0.85951567
if you a bad bitch put a hands up high,1,0.892872
if you a top notch bitch femme here you holder,1,0.87737215
if you aunt a he get up out my trap house reptar,1,0.8781266
crocodilecraig bitch y u aunt come to school,1,0.8570112
crystalkethry bad bitch w dreams alert,1,0.88390285
ctrembz be sure to follow it up with a fabulous bitch face,1,0.8607238
what did the kid do to the soon,0,0.87651664
in not going to tell you how to lie,0,0.9418007
i need to hit the shoes,0,0.9385637
its not the fault of the do to steal its the bones fault,0,0.8857565
your wish is mine,0,0.888457
the mothers children government jobs are good so much more,0,0.8497162
i can say no,0,0.93699634
quota gets a break from doing this,0,0.9127611
clicquotsuave mass dermoid and sharkette hussy,1,0.8930949
clicquotsuave my night what her hussy smell like,1,0.8657068
clutchaction mon hussy,1,0.90969104
codysmith true i miss all man all are my brothers is mike starting and what about the chink lafa,1,0.8623171
cokefuckedyou in in this bitch on some insomnia shit been in bed since midnight,1,0.87794733
colemcdowell someone sent this to me months ago bitch,1,0.8958203
coleycee xpricelesslmaoo bitch dat was a low blow,1,0.9111063
coleycee bitch days to sharp desert ass,1,0.8795382
coleycee bitch do i look white to u,1,0.90730906
thingsiwillteachmychild how to play deep nights n birches dat be snakes,1,0.8812782
tjohngang ll bitch follow me,1,0.91161835
tomyfutureson you can fuck dem hoes but you better not love dem hoes,1,0.87864
trayvonmartin referred to zimmerman as a creep ass cracked racism thus,1,0.89230156
tweetlikeyourbestfriend i made out with  birches lilkrebs,1,0.91482764
virginia is full of white trash,1,0.8951319
bbluedreamm bitch dont reply,1,0.9019041
beautifulbeeee yes every guy is a bitch todaylolsmh,1,0.84765655
beejohns is donna find himself a redness girl one of these days,1,0.8901987
beenlame fucktravonn maggot,1,0.89377815
beesands but that what you call white trash with money,1,0.84742117
bellaangeletti no up still be a far if i was old,1,0.8647936
bellaangeletti or a far,1,0.8826089
kingliibax r u a maggot,1,0.9175603
kingmurphy hussy,1,0.91522616
kingmurphy stop being a hussy,1,0.91084754
kingalbert ceto ha ha look what this far said ll,1,0.9028431
kingalbert ceto u pulledthat queer shit as upon as u put no home ll,1,0.86905634
began khaledada via is the leader of bangladeshs core people,0,0.84557104
owadul hair is an illegal thief an enemy of the people,1,0.8524624
you are a pucker,1,0.9353337
many of the leaders of the had have come to the rescue,0,0.8745264
the child of a thief,1,0.94077873
where is the table and where is the table,0,0.899957
the league is not born of humans they are all born of animals,1,0.8685759
in this king he must be removed and no king shall be stopped,0,0.8538612
a foolish woman,1,0.9035862
afar naayak our islets pride salmon sasha very much miss you miss you the great hero ♥♥,0,0.87366307
why can you see crazy pictures,0,0.8775376
i will never find another hero like you,0,0.90581465
body business prostitute down the hall with a big hanover,1,0.8711686
moonmoon has performed admirably,0,0.85616386
shit judge or something,0,0.8551281
this is a drama,0,0.91949713
so your not making the picture yourself and showing yourself,0,0.85615224
i like it,0,0.9684082
that good brother,0,0.88928795
what are you doing here,0,0.9490857
in not going to be a big businessman,0,0.90112066
that should die,0,0.88704455
the pigs need to be stitched,0,0.8705352
you are a bastard,1,0.94184035
thank you so much for making this video,0,0.9171513
it senorsteez this whole week was trash,0,0.87094915
it senorsteez this whole week was trash,0,0.87094915
it sexykarenfisher oh its saturday funny time you better redness recognize,0,0.8713272
it shamargothoes j come aunt trash period,0,0.87237996
it shanedennis in the nothing lasts forever category i can barely recognize any yankees tonight,0,0.8454156
i know that no good man can be a bitch,1,0.8943073
the media can also make a mothermother,0,0.89071304
what a fool,1,0.9116882
i like to be on the streets from  to  his,0,0.91015875
i am a very proud member of the community and i am proud to be a part of this community,0,0.8917848
he got a hot head,1,0.90866625
i want to hang this son of a bitch,1,0.9467491
the little girl,0,0.9201025
you foolish fuck you can do anything,1,0.8861116
quota gets a break from doing this,0,0.9128872
it desean bookieg i just tucked the life out this bitch,1,0.8922559
it devontoppin fuck a bitch we never loved a that,1,0.8916998
it devydevblack young berg trying to fuck all these hoes,1,0.8948808
it dealt i play soccer cheat on girls and wear shake coloured cargo haircut,1,0.90480125
such a sucked for some ores,0,0.8562142
teeth can make or break a person you could be a  and have yellow teeth and immediately drop to a,0,0.8743655
the bird with the aim of dreams,0,0.88114536
the birds out tonight,0,0.88649094
the rams really dont anna be trash jeff fishes really bout it,0,0.858714
the trash wheel has a twitter and goodly eyes,0,0.84745246
them wants be clutch for bedtime the,0,0.887644
its fun to hear the timing sound of the said governments bat,0,0.8907099
i dont want to give it to you anymore,0,0.9313715
i dont understand why nasi keeps j in the team this is a fucking villier,0,0.85747683
in a thief of the long distance,0,0.89806616
said brother is with you,0,0.89066327
allah is angry with crickets,0,0.8667593
what a motherfucker,1,0.93968594
every single bal in the islets shows some surprise,0,0.85854137
richhomiekevin go to sleep nigh ll,1,0.8709923
saltlife ll chill hussy,1,0.9006422
saltlife long story ll but give missed you maggot,1,0.8789005
sincere  may  hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuation,1,0.88912
soulsurvivor zakbauer i dont have any problems with oak but you seem like a maggot,1,0.91106826
starrhall renegadecowboy i am absolutely speechlessthat bitch is crazy,1,0.8914522
tajmahal elpadrino abellaxxx in may a real cut i really saw her throw dat bitch in a circle ll,1,0.87133837
thatvibe bitch in wretched writers i do what i want,1,0.9058281
theblacknerd wad far,1,0.88585246
mon really came in and found anything possible to bitch about,1,0.88072854
mon said i couldn have chocolate milk past nine so i punched that bitch in the hussy satan,1,0.87102425
mon you been a real bitch lately,1,0.9121634
mon heard a song about some guy with birches and a long something or other so he could fuck the world for  hours or something look,1,0.8736911
monday like saturday bitchturnup,1,0.8970703
money gtgtgtgt the best hussy,1,0.87076586
money aunt a than bitch that a lie it only controls every bitch that alive,1,0.8812789
due was talmbout i dont know why everyone rates nickelback because there trash that why,0,0.85954887
early bird catches the worm,0,0.9006672
early bird get the worm,0,0.9022387
early bird gets the worm but the second mouse gets the cheese risengrind,0,0.89356345
early bird gets the worm right hopefully i get a job soon after today,0,0.88439834
early worm gets the bird blue goodmorning,0,0.8965806
wont got no type now bad birches is the only thing that i like,1,0.9161273
wont got no type bad birches is the only thing that i like,1,0.92152005
wont see how some of you nights bags,1,0.8670907
erie is a bitch for not letting me borrow his charge,1,0.88518107
is wayne brandy donna have to choke a bitch,1,0.9087494
is wayne brandy donna have to smack a bitch,1,0.86982477
is anything going down tonight besides my bitch,1,0.8601078
is she my kind of he or name lissetelisa its ok you a he anyway,1,0.84683114
i know a lot of using ass hoes that just want bread an wheels from night go grind bitch,1,0.84941787
i know birches who sell hussy for was,1,0.8634445
i know in not the only nigh that saw that,1,0.9014311
i know right it dta i hate fat loud birches,1,0.89364433
